time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
18.668,1.58446,-0.873055,0.0426,1.62502,-0.834126,0.0391963,1.65442,-0.812044,0.0143876,1.62506,-0.834141,0.03897,0.0562192,6.2766,0.0928267,6.25179,0.0562376,6.27637
18.688,1.5856,-0.87364,0.0448,1.62616,-0.834081,0.0391963,1.65556,-0.812028,0.0143876,1.6262,-0.834097,0.03897,0.0566599,6.2744,0.0932273,6.24959,0.0566778,6.27417
18.699,1.58608,-0.873964,0.0461,1.62723,-0.834039,0.0391963,1.65664,-0.812012,0.0143876,1.62727,-0.834055,0.03897,0.0573387,6.2731,0.0938965,6.24829,0.0573566,6.27287
18.709,1.58653,-0.874229,0.0471,1.6281,-0.834005,0.0391963,1.65751,-0.812,0.0143876,1.62814,-0.834021,0.03897,0.0578443,6.2721,0.0943919,6.24729,0.0578621,6.27187
18.719,1.58756,-0.874366,0.0467,1.62844,-0.833992,0.0391963,1.65784,-0.811995,0.0143876,1.62848,-0.834008,0.03897,0.057455,6.2725,0.0939678,6.24769,0.0574724,6.27227
18.729,1.58816,-0.874227,0.0458,1.62917,-0.833963,0.0391963,1.65858,-0.811984,0.0143876,1.62921,-0.833979,0.03897,0.0574695,6.2734,0.09398,6.24859,0.0574869,6.27317
18.749,1.58883,-0.873978,0.0447,1.63104,-0.83389,0.0391963,1.66045,-0.811957,0.0143876,1.63108,-0.833906,0.03897,0.0582177,6.2745,0.0947466,6.24969,0.0582355,6.27427
18.77,1.59103,-0.872894,0.0407,1.63211,-0.833848,0.0391963,1.66153,-0.811942,0.0143876,1.63215,-0.833864,0.03897,0.0566775,6.2785,0.0931909,6.25369,0.0566951,6.27827
18.79,1.59279,-0.872273,0.0398,1.63445,-0.833756,0.0391963,1.66387,-0.811908,0.0143876,1.63449,-0.833773,0.03897,0.0567415,6.2794,0.0932555,6.25459,0.0567593,6.27917
18.821,1.59547,-0.87237,0.0415,1.63532,-0.833722,0.0391963,1.66474,-0.811896,0.0143876,1.63536,-0.833739,0.03897,0.0555187,6.2777,0.0919584,6.25289,0.0555355,6.27747
18.841,1.59623,-0.872702,0.0427,1.63753,-0.833635,0.0391963,1.66695,-0.811864,0.0143876,1.63757,-0.833653,0.03897,0.0568481,6.2765,0.0932887,6.25169,0.0568651,6.27627
18.871,1.59921,-0.874182,0.0485,1.6386,-0.833594,0.0391963,1.66802,-0.811848,0.0143876,1.63864,-0.833612,0.03897,0.0565585,6.2707,0.0928488,6.24589,0.0565736,6.27047
18.892,1.59993,-0.87428,0.049,1.64054,-0.833518,0.0391963,1.66997,-0.81182,0.0143876,1.64058,-0.833536,0.03897,0.0575386,6.2702,0.0938449,6.24539,0.0575539,6.26997
18.905,1.60124,-0.873906,0.0473,1.64094,-0.833502,0.0391963,1.67037,-0.811815,0.0143876,1.64098,-0.83352,0.03897,0.0566413,6.2719,0.0929193,6.24709,0.0566563,6.27167
18.912,1.60185,-0.873455,0.0451,1.6416,-0.833476,0.0391963,1.67104,-0.811805,0.0143876,1.64165,-0.833494,0.03897,0.0563795,6.2741,0.0926691,6.24929,0.0563946,6.27387
18.933,1.60306,-0.872376,0.0401,1.64381,-0.833389,0.0391963,1.67325,-0.811773,0.0143876,1.64385,-0.833408,0.03897,0.0563948,6.2791,0.0927313,6.25429,0.0564106,6.27887
18.954,1.60364,-0.871915,0.038,1.64408,-0.833379,0.0391963,1.67352,-0.811769,0.0143876,1.64412,-0.833398,0.03897,0.0558607,6.2788,0.0922,6.25639,0.0558766,6.27903
18.963,1.60419,-0.871576,0.0366,1.64468,-0.833355,0.0391963,1.67412,-0.811761,0.0143876,1.64472,-0.833375,0.03897,0.0556812,6.2774,0.0920256,6.25779,0.0556972,6.27763
18.967,1.60475,-0.871431,0.036,1.64488,-0.833347,0.0391963,1.67432,-0.811758,0.0143876,1.64492,-0.833367,0.03897,0.055323,6.2768,0.0916576,6.25839,0.0553388,6.27703
18.983,1.60539,-0.871491,0.0368,1.64688,-0.833269,0.0391963,1.67633,-0.811729,0.0143876,1.64692,-0.833289,0.03897,0.056414,6.2776,0.0927593,6.25759,0.0564302,6.27783
19.034,1.60914,-0.873826,0.0483,1.64915,-0.83318,0.0391963,1.67861,-0.811696,0.0143876,1.64919,-0.8332,0.03897,0.0570374,6.2709,0.0932012,6.24609,0.0570512,6.27067
19.044,1.61039,-0.874387,0.0493,1.64962,-0.833161,0.0391963,1.67908,-0.811689,0.0143876,1.64966,-0.833182,0.03897,0.0569099,6.2699,0.0930028,6.24509,0.0569229,6.26967
19.055,1.61165,-0.874158,0.0469,1.65022,-0.833138,0.0391963,1.67968,-0.811681,0.0143876,1.65026,-0.833158,0.03897,0.0563043,6.2723,0.0923658,6.24749,0.056317,6.27207
19.082,1.61226,-0.873742,0.0448,1.65478,-0.83259,0.0300002,1.68156,-0.8119,0.0145383,1.65478,-0.832579,0.0298492,0.0591744,6.2652,0.0928785,6.24974,0.0591777,6.26505
19.084,1.61289,-0.873211,0.043,1.65499,-0.832584,0.0300002,1.68176,-0.811898,0.0145383,1.65498,-0.832573,0.0298492,0.0585017,6.267,0.0922077,6.25154,0.058505,6.26685
19.095,1.61355,-0.872644,0.0414,1.65586,-0.832558,0.0300002,1.68263,-0.811885,0.0145383,1.65585,-0.832547,0.0298492,0.0582837,6.2686,0.0920022,6.25314,0.0582867,6.26845
19.116,1.61501,-0.871762,0.0394,1.65793,-0.832495,0.0300002,1.68471,-0.811855,0.0145383,1.65793,-0.832485,0.0298492,0.0581739,6.2706,0.0919074,6.25514,0.0581766,6.27045
19.136,1.61719,-0.871647,0.0396,1.65894,-0.832465,0.0300002,1.68571,-0.81184,0.0145383,1.65893,-0.832455,0.0298492,0.0572544,6.2704,0.0909542,6.25494,0.0572571,6.27025
19.157,1.61788,-0.871937,0.0406,1.65981,-0.832439,0.0300002,1.68658,-0.811827,0.0145383,1.6598,-0.832429,0.0298492,0.0576012,6.2694,0.0912888,6.25394,0.0576039,6.26925
19.167,1.61859,-0.872294,0.0421,1.66154,-0.832387,0.0300002,1.68833,-0.811802,0.0145383,1.66154,-0.832377,0.0298492,0.0586299,6.2679,0.0923148,6.25244,0.0586324,6.26775
19.185,1.62075,-0.873189,0.046,1.66221,-0.832367,0.0300002,1.689,-0.811792,0.0145383,1.66221,-0.832357,0.0298492,0.058185,6.264,0.0917972,6.24854,0.0581877,6.26385
19.218,1.62212,-0.87325,0.0458,1.66502,-0.832283,0.0300002,1.69181,-0.811751,0.0145383,1.66502,-0.832273,0.0298492,0.0593198,6.2642,0.0929428,6.24874,0.0593221,6.26405
19.268,1.62481,-0.872499,0.0435,1.6673,-0.832214,0.0300002,1.69409,-0.811718,0.0145383,1.66729,-0.832205,0.0298492,0.0585467,6.2665,0.0921581,6.25104,0.0585488,6.26635
19.271,1.62555,-0.872313,0.0429,1.66777,-0.8322,0.0300002,1.69456,-0.811711,0.0145383,1.66776,-0.832191,0.0298492,0.058234,6.2671,0.0918391,6.25164,0.058236,6.26695
19.279,1.62627,-0.872144,0.0422,1.66837,-0.832182,0.0300002,1.69516,-0.811703,0.0145383,1.66836,-0.832173,0.0298492,0.0580419,6.2678,0.0916429,6.25234,0.0580439,6.26765
19.289,1.62761,-0.871935,0.0416,1.6691,-0.83216,0.0300002,1.6959,-0.811692,0.0145383,1.6691,-0.832151,0.0298492,0.05748,6.2684,0.0910638,6.25294,0.0574819,6.26825
19.324,1.62823,-0.871924,0.0416,1.67429,-0.831478,0.025786,1.69803,-0.811936,0.0146089,1.67426,-0.831431,0.025708,0.0613039,6.26419,0.0920422,6.25301,0.061307,6.26411
19.33,1.62929,-0.872073,0.0416,1.67463,-0.831469,0.025786,1.69837,-0.811931,0.0146089,1.67459,-0.831422,0.025708,0.0608612,6.26419,0.0915898,6.25301,0.0608649,6.26411
19.332,1.62975,-0.872196,0.0419,1.67516,-0.831455,0.025786,1.6989,-0.811923,0.0146089,1.67513,-0.831408,0.025708,0.0610076,6.26389,0.0917318,6.25271,0.0610113,6.26381
19.34,1.63021,-0.872359,0.0428,1.67537,-0.83145,0.025786,1.69911,-0.81192,0.0146089,1.67533,-0.831403,0.025708,0.0609303,6.26299,0.0916487,6.25181,0.0609343,6.26291
19.36,1.63072,-0.87255,0.044,1.6769,-0.831411,0.025786,1.70065,-0.811898,0.0146089,1.67687,-0.831364,0.025708,0.0618528,6.26179,0.0925681,6.25061,0.0618562,6.26171
19.37,1.63207,-0.872866,0.0464,1.67778,-0.831388,0.025786,1.70152,-0.811885,0.0146089,1.67774,-0.831341,0.025708,0.0617208,6.25939,0.0924217,6.24821,0.0617248,6.25931
19.381,1.63292,-0.872882,0.047,1.67851,-0.831369,0.025786,1.70225,-0.811874,0.0146089,1.67847,-0.831322,0.025708,0.0616588,6.25879,0.0923529,6.24761,0.0616628,6.25871
19.411,1.63474,-0.872562,0.0466,1.68045,-0.831319,0.025786,1.7042,-0.811846,0.0146089,1.68042,-0.831272,0.025708,0.0615665,6.25919,0.0922523,6.24801,0.0615702,6.25911
19.419,1.63647,-0.872025,0.0433,1.68099,-0.831305,0.025786,1.70473,-0.811838,0.0146089,1.68095,-0.831259,0.025708,0.0603293,6.26249,0.0910046,6.25131,0.0603334,6.26241
19.432,1.638,-0.871566,0.0395,1.68186,-0.831283,0.025786,1.7056,-0.811825,0.0146089,1.68182,-0.831236,0.025708,0.0595487,6.26629,0.090216,6.25511,0.0595528,6.26621
19.452,1.63863,-0.871419,0.0384,1.68373,-0.831234,0.025786,1.70748,-0.811798,0.0146089,1.68369,-0.831188,0.025708,0.0604075,6.26739,0.0910776,6.25621,0.0604107,6.26731
19.473,1.63974,-0.871385,0.039,1.68433,-0.831219,0.025786,1.70808,-0.811789,0.0146089,1.6843,-0.831173,0.025708,0.0600153,6.26679,0.0906766,6.25561,0.0600187,6.26671
19.493,1.64031,-0.871495,0.0406,1.68634,-0.831167,0.025786,1.71009,-0.81176,0.0146089,1.6863,-0.831121,0.025708,0.0611998,6.26519,0.0918598,6.25401,0.0612023,6.26511
19.544,1.64324,-0.872888,0.0495,1.68978,-0.831082,0.0182239,1.71354,-0.811712,0.00704687,1.68974,-0.831036,0.018146,0.0625571,6.24872,0.0931852,6.23755,0.0625602,6.24865
19.553,1.64396,-0.873008,0.0496,1.69021,-0.831074,0.016234,1.71397,-0.811709,0.00505692,1.69017,-0.831028,0.016156,0.0624305,6.24663,0.0930513,6.23546,0.0624339,6.24656
19.564,1.64471,-0.87297,0.0488,1.69441,-0.830301,0.018973,1.7153,-0.81194,0.00189567,1.69435,-0.830219,0.0189935,0.0655052,6.25017,0.0933099,6.2331,0.0655091,6.25019
19.595,1.64699,-0.872036,0.0443,1.69725,-0.830261,0.00583896,1.71813,-0.811948,-0.0112383,1.69718,-0.830179,0.0058595,0.0653571,6.24154,0.0931255,6.22446,0.0653594,6.24156
19.605,1.6477,-0.871603,0.0427,1.69785,-0.830258,0.00305297,1.71873,-0.811955,-0.0140243,1.69779,-0.830175,0.00307351,0.0650002,6.24035,0.09276,6.22328,0.0650021,6.24037
19.607,1.64899,-0.870962,0.0403,1.69837,-0.830256,0.000664955,1.71925,-0.811963,-0.0164123,1.6983,-0.830174,0.000685492,0.0639904,6.24036,0.0917447,6.22329,0.0639923,6.24039
19.615,1.64961,-0.870881,0.0398,1.69931,-0.830256,-0.00371301,1.7202,-0.811979,-0.0207903,1.69925,-0.830174,-0.00369248,0.0641912,6.23649,0.0919328,6.21941,0.0641926,6.23651
19.636,1.65024,-0.870974,0.0399,1.70096,-0.830263,-0.00450905,1.72184,-0.812014,-0.0215863,1.70089,-0.830181,-0.00448851,0.0650358,6.23559,0.0927535,6.21851,0.0650364,6.23561
19.656,1.65088,-0.871218,0.0405,1.70192,-0.830268,-0.006499,1.72281,-0.812035,-0.0235763,1.70186,-0.830185,-0.00647846,0.0654409,6.233,0.0931481,6.21592,0.0654414,6.23302
19.667,1.65288,-0.872206,0.042,1.70304,-0.830277,-0.011673,1.72393,-0.812063,-0.0287503,1.70297,-0.830194,-0.0116525,0.0653763,6.22633,0.093084,6.20925,0.0653789,6.22635
19.687,1.65363,-0.872378,0.0402,1.70459,-0.830298,-0.0188371,1.72547,-0.812111,-0.0359143,1.70452,-0.830215,-0.0188165,0.0660838,6.22096,0.0937721,6.20389,0.0660858,6.22098
19.707,1.65512,-0.872365,0.0312,1.70708,-0.830354,-0.0303791,1.72797,-0.812209,-0.0474564,1.70701,-0.830271,-0.0303585,0.0668139,6.21842,0.0944695,6.20134,0.0668149,6.21844
19.748,1.6573,-0.87125,0.0059,1.70962,-0.830436,-0.0331651,1.73051,-0.812335,-0.0502423,1.70955,-0.830354,-0.0331445,0.066357,6.24093,0.093971,6.22386,0.0663562,6.24096
19.769,1.65827,-0.870776,-0.0034,1.71089,-0.830478,-0.0331651,1.73178,-0.812399,-0.0502423,1.71082,-0.830396,-0.0331445,0.0662754,6.25023,0.0938667,6.23316,0.0662738,6.25026
19.801,1.65908,-0.870771,-0.0084,1.71536,-0.829944,-0.0255745,1.73432,-0.812636,-0.0496261,1.71527,-0.829834,-0.0255198,0.0695221,6.26283,0.0950811,6.23877,0.0695174,6.26288
19.803,1.65938,-0.870947,-0.0097,1.71549,-0.829947,-0.0255745,1.73446,-0.812642,-0.0496261,1.7154,-0.829837,-0.0255198,0.0694961,6.26413,0.09506,6.24007,0.0694919,6.26418
19.805,1.65962,-0.871187,-0.0111,1.71562,-0.829951,-0.0255745,1.73459,-0.812649,-0.0496261,1.71554,-0.829841,-0.0255198,0.0695451,6.26553,0.0951143,6.24147,0.0695414,6.26558
19.83,1.66023,-0.871865,-0.0192,1.7173,-0.829994,-0.0255745,1.73626,-0.812732,-0.0496261,1.71721,-0.829884,-0.0255198,0.0707836,6.27363,0.0963235,6.24957,0.0707797,6.27368
19.85,1.66044,-0.871944,-0.0236,1.71937,-0.830047,-0.0255745,1.73834,-0.812835,-0.0496261,1.71929,-0.829936,-0.0255198,0.0723102,6.27803,0.0977867,6.25397,0.0723043,6.27808
19.871,1.66114,-0.871702,-0.0346,1.72031,-0.830071,-0.0255745,1.73927,-0.812882,-0.0496261,1.72022,-0.82996,-0.0255198,0.0723523,6.27097,0.0978038,6.26497,0.0723458,6.27092
19.891,1.66229,-0.87131,-0.0432,1.72218,-0.830119,-0.0255745,1.74115,-0.812975,-0.0496261,1.7221,-0.830008,-0.0255198,0.0726939,6.26237,0.0980921,6.27357,0.0726859,6.26232
19.905,1.66299,-0.871265,-0.0442,1.72259,-0.830129,-0.0255745,1.74155,-0.812995,-0.0496261,1.7225,-0.830018,-0.0255198,0.0724172,6.26137,0.097814,6.27457,0.0724095,6.26132
19.921,1.6654,-0.871833,-0.0367,1.72346,-0.830151,-0.0255745,1.74242,-0.813038,-0.0496261,1.72337,-0.830041,-0.0255198,0.0714726,6.26887,0.0968995,6.26707,0.0714675,6.26882
19.942,1.66619,-0.872097,-0.0336,1.72533,-0.830199,-0.0255745,1.74429,-0.813131,-0.0496261,1.72524,-0.830089,-0.0255198,0.0724744,6.27197,0.0978602,6.26397,0.0724685,6.27192
19.972,1.66918,-0.871851,-0.0346,1.72794,-0.830266,-0.0255745,1.7469,-0.81326,-0.0496261,1.72785,-0.830155,-0.0255198,0.0719846,6.27097,0.0973321,6.26497,0.0719787,6.27092
20.003,1.67164,-0.871164,-0.042,1.72914,-0.830297,-0.0255745,1.74811,-0.81332,-0.0496261,1.72906,-0.830186,-0.0255198,0.0705468,6.26357,0.095882,6.27237,0.0705412,6.26352
20.043,1.67462,-0.87144,-0.0417,1.73306,-0.830292,-0.0470828,1.7501,-0.813638,-0.0499536,1.73296,-0.830163,-0.0472887,0.0714747,6.27462,0.0950694,6.27175,0.0714681,6.27441
20.054,1.67591,-0.872089,-0.0388,1.73366,-0.83032,-0.0470828,1.7507,-0.813668,-0.0499536,1.73356,-0.830191,-0.0472887,0.0712754,6.27172,0.0949042,6.26885,0.0712708,6.27151
20.084,1.6765,-0.872444,-0.0375,1.7356,-0.830412,-0.0470828,1.75264,-0.813765,-0.0499536,1.7355,-0.830283,-0.0472887,0.0725231,6.27042,0.0961265,6.26755,0.0725169,6.27021
20.091,1.67706,-0.872741,-0.0366,1.73614,-0.830437,-0.0470828,1.75317,-0.813791,-0.0499536,1.73604,-0.830309,-0.0472887,0.0726594,6.26952,0.096271,6.26665,0.0726537,6.26931
20.105,1.6782,-0.872975,-0.0369,1.73681,-0.830468,-0.0470828,1.75384,-0.813825,-0.0499536,1.73671,-0.83034,-0.0472887,0.072398,6.26982,0.096025,6.26695,0.0723932,6.26961
20.125,1.67881,-0.87286,-0.038,1.73875,-0.83056,-0.0470828,1.75578,-0.813922,-0.0499536,1.73865,-0.830432,-0.0472887,0.0733562,6.27092,0.0969446,6.26805,0.0733491,6.27071
20.138,1.67946,-0.872598,-0.0396,1.73901,-0.830572,-0.0470828,1.75605,-0.813935,-0.0499536,1.73891,-0.830445,-0.0472887,0.0728843,6.27252,0.0964726,6.26965,0.0728771,6.27231
20.156,1.68145,-0.871425,-0.0451,1.74008,-0.830623,-0.0470828,1.75712,-0.813989,-0.0499536,1.73998,-0.830495,-0.0472887,0.0714358,6.27802,0.0950047,6.27515,0.0714274,6.27781
20.176,1.68208,-0.871125,-0.0464,1.74202,-0.830714,-0.0470828,1.75906,-0.814086,-0.0499536,1.74192,-0.830587,-0.0472887,0.0722957,6.27932,0.095816,6.27645,0.0722847,6.27911
20.187,1.68404,-0.871268,-0.046,1.74262,-0.830742,-0.0470828,1.75967,-0.814116,-0.0499536,1.74252,-0.830616,-0.0472887,0.071234,6.27892,0.0947921,6.27605,0.071225,6.27871
20.206,1.68473,-0.871655,-0.0444,1.74343,-0.83078,-0.0470828,1.76047,-0.814156,-0.0499536,1.74333,-0.830653,-0.0472887,0.0715283,6.27732,0.0950944,6.27445,0.0715196,6.27711
20.217,1.68542,-0.872082,-0.0426,1.7455,-0.830878,-0.0470828,1.76254,-0.81426,-0.0499536,1.7454,-0.830752,-0.0472887,0.0728468,6.27552,0.0963885,6.27265,0.0728368,6.27531
20.257,1.6884,-0.873631,-0.0351,1.7477,-0.830982,-0.0470828,1.76475,-0.81437,-0.0499536,1.7476,-0.830856,-0.0472887,0.0730462,6.26802,0.09665,6.26515,0.0730395,6.26781
20.283,1.69065,-0.873326,-0.0366,1.7505,-0.830893,-0.062383,1.76511,-0.8147,-0.0506346,1.75039,-0.830746,-0.0625874,0.0733677,6.25422,0.0947725,6.26597,0.0733617,6.25401
20.288,1.69134,-0.872953,-0.0387,1.75117,-0.830935,-0.062383,1.76578,-0.814734,-0.0506346,1.75106,-0.830788,-0.0625874,0.073112,6.25632,0.0945059,6.26807,0.0731051,6.25611
20.308,1.69204,-0.872455,-0.0416,1.75311,-0.831056,-0.062383,1.76772,-0.814833,-0.0506346,1.753,-0.83091,-0.0625874,0.0737773,6.25922,0.0951213,6.27097,0.0737671,6.25901
20.326,1.69275,-0.871939,-0.0448,1.75358,-0.831085,-0.062383,1.76819,-0.814856,-0.0506346,1.75346,-0.830939,-0.0625874,0.0732751,6.26242,0.094606,6.27417,0.073264,6.26221
20.339,1.69405,-0.87136,-0.0485,1.75418,-0.831122,-0.062383,1.76879,-0.814887,-0.0506346,1.75407,-0.830977,-0.0625874,0.0723501,6.26612,0.0936805,6.27787,0.0723386,6.26591
20.359,1.69528,-0.871617,-0.0469,1.75618,-0.831248,-0.062383,1.7708,-0.814989,-0.0506346,1.75607,-0.831102,-0.0625874,0.0730635,6.26452,0.0943907,6.27627,0.073051,6.26431
20.379,1.69718,-0.873232,-0.0394,1.75678,-0.831285,-0.062383,1.7714,-0.815019,-0.0506346,1.75667,-0.83114,-0.0625874,0.0728862,6.25702,0.0943303,6.26877,0.0728788,6.25681
20.39,1.69781,-0.873786,-0.0371,1.75752,-0.831331,-0.062383,1.77214,-0.815057,-0.0506346,1.75741,-0.831186,-0.0625874,0.0732637,6.25472,0.0947317,6.26647,0.0732571,6.25451
20.4,1.69846,-0.874223,-0.0353,1.75946,-0.831452,-0.062383,1.77408,-0.815155,-0.0506346,1.75934,-0.831307,-0.0625874,0.0744954,6.25292,0.0959536,6.26467,0.0744874,6.25271
20.421,1.69914,-0.87449,-0.0345,1.75986,-0.831477,-0.062383,1.77448,-0.815175,-0.0506346,1.75974,-0.831332,-0.0625874,0.0744095,6.25212,0.0958894,6.26387,0.0744023,6.25191
20.43,1.70048,-0.874445,-0.0358,1.76032,-0.831506,-0.062383,1.77495,-0.815199,-0.0506346,1.76021,-0.831362,-0.0625874,0.0736532,6.25342,0.0951606,6.26517,0.0736471,6.25321
20.451,1.7011,-0.874151,-0.0376,1.76253,-0.831644,-0.062383,1.77716,-0.815311,-0.0506346,1.76242,-0.8315,-0.0625874,0.0747032,6.25522,0.0961633,6.26697,0.0746936,6.25501
20.471,1.70218,-0.873257,-0.0418,1.76286,-0.831665,-0.062383,1.77749,-0.815328,-0.0506346,1.76275,-0.831521,-0.0625874,0.073568,6.25942,0.0950148,6.27117,0.0735576,6.25921
20.481,1.70332,-0.872474,-0.0448,1.7638,-0.831723,-0.062383,1.77843,-0.815375,-0.0506346,1.76369,-0.831579,-0.0625874,0.0729275,6.26242,0.094351,6.27417,0.0729155,6.26221
20.491,1.70394,-0.872294,-0.0453,1.76567,-0.83184,-0.062383,1.7803,-0.81547,-0.0506346,1.76555,-0.831697,-0.0625874,0.0737994,6.26292,0.0951832,6.27467,0.0737849,6.26271
20.524,1.70601,-0.87269,-0.0431,1.76855,-0.83173,-0.0734998,1.78045,-0.815853,-0.051546,1.76842,-0.831566,-0.0736719,0.0747596,6.2496,0.0936634,6.27155,0.0747454,6.24943
20.542,1.70682,-0.873066,-0.0418,1.77022,-0.831853,-0.0734998,1.78213,-0.815939,-0.051546,1.77009,-0.831689,-0.0736719,0.0756131,6.2483,0.0945209,6.27025,0.0755981,6.24813
20.562,1.70932,-0.874374,-0.0382,1.77135,-0.831937,-0.0734998,1.78327,-0.815998,-0.051546,1.77123,-0.831773,-0.0736719,0.0751611,6.2447,0.0942117,6.26665,0.0751508,6.24453
20.583,1.71064,-0.874851,-0.0376,1.77342,-0.832089,-0.0734998,1.78534,-0.816105,-0.051546,1.7733,-0.831926,-0.0736719,0.0759638,6.2441,0.0950333,6.26605,0.0759529,6.24393
20.613,1.71248,-0.874489,-0.0396,1.77436,-0.832158,-0.0734998,1.78628,-0.816153,-0.051546,1.77423,-0.831995,-0.0736719,0.0749691,6.2461,0.094066,6.26805,0.0749585,6.24593
20.623,1.71313,-0.874152,-0.0407,1.77529,-0.832227,-0.0734998,1.78721,-0.816202,-0.051546,1.77517,-0.832064,-0.0736719,0.0749827,6.2472,0.0940592,6.26915,0.0749707,6.24703
20.634,1.71378,-0.873807,-0.0416,1.77696,-0.83235,-0.0734998,1.78889,-0.816288,-0.051546,1.77684,-0.832187,-0.0736719,0.0755727,6.2481,0.0946047,6.27005,0.0755579,6.24793
20.664,1.71589,-0.873193,-0.0436,1.77796,-0.832423,-0.0734998,1.78989,-0.81634,-0.051546,1.77784,-0.832261,-0.0736719,0.0742634,6.2501,0.093317,6.27205,0.0742486,6.24993
20.674,1.71662,-0.873196,-0.044,1.7783,-0.832448,-0.0734998,1.79022,-0.816357,-0.051546,1.77817,-0.832286,-0.0736719,0.0739225,6.2505,0.0929969,6.27245,0.0739082,6.25033
20.684,1.71732,-0.873314,-0.044,1.77896,-0.832497,-0.0734998,1.79089,-0.816391,-0.051546,1.77884,-0.832335,-0.0736719,0.0739348,6.2505,0.0930249,6.27245,0.0739206,6.25033
20.685,1.71799,-0.873539,-0.0433,1.77943,-0.832531,-0.0734998,1.79136,-0.816416,-0.051546,1.77931,-0.832369,-0.0736719,0.0738659,6.2498,0.0929836,6.27175,0.0738524,6.24963
20.705,1.71864,-0.873858,-0.0422,1.78163,-0.832694,-0.0734998,1.79357,-0.81653,-0.051546,1.78151,-0.832532,-0.0736719,0.0752471,6.2487,0.0943419,6.27065,0.0752315,6.24853
20.735,1.72053,-0.874983,-0.038,1.78263,-0.832767,-0.0734998,1.79457,-0.816581,-0.051546,1.78251,-0.832606,-0.0736719,0.0750969,6.2445,0.0943067,6.26645,0.0750849,6.24433
20.74,1.72112,-0.875364,-0.0365,1.78283,-0.832782,-0.0734998,1.79477,-0.816592,-0.051546,1.78271,-0.832621,-0.0736719,0.0749793,6.243,0.0942293,6.26495,0.0749686,6.24283
20.765,1.72171,-0.875649,-0.0355,1.7868,-0.83258,-0.0694552,1.79611,-0.816988,-0.05216,1.78666,-0.832398,-0.0694825,0.078049,6.24604,0.0947489,6.26334,0.0780357,6.24602
20.786,1.72363,-0.875538,-0.0365,1.78786,-0.832655,-0.0694552,1.79718,-0.817044,-0.05216,1.78773,-0.832473,-0.0694825,0.0772362,6.24704,0.0939778,6.26434,0.0772237,6.24702
20.807,1.72436,-0.875211,-0.0382,1.78974,-0.832785,-0.0694552,1.79906,-0.817142,-0.05216,1.7896,-0.832603,-0.0694825,0.0779392,6.24874,0.0946158,6.26604,0.0779238,6.24872
20.827,1.72666,-0.873901,-0.0454,1.791,-0.832873,-0.0694552,1.80033,-0.817208,-0.05216,1.79087,-0.832691,-0.0694825,0.0763092,6.25594,0.0929539,6.27324,0.076292,6.25592
20.847,1.72816,-0.873536,-0.0472,1.79301,-0.833013,-0.0694552,1.80233,-0.817313,-0.05216,1.79287,-0.832831,-0.0694825,0.0764653,6.25774,0.0930715,6.27504,0.076446,6.25772
20.868,1.72962,-0.874059,-0.0446,1.79388,-0.833073,-0.0694552,1.8032,-0.817358,-0.05216,1.79374,-0.832891,-0.0694825,0.076219,6.25514,0.0928993,6.27244,0.0762017,6.25512
20.888,1.73089,-0.87518,-0.0396,1.79621,-0.833236,-0.0694552,1.80555,-0.817481,-0.05216,1.79608,-0.833054,-0.0694825,0.077627,6.25014,0.0943512,6.26744,0.0776104,6.25012
20.912,1.7315,-0.875802,-0.037,1.79648,-0.833254,-0.0694552,1.80581,-0.817494,-0.05216,1.79634,-0.833072,-0.0694825,0.0776689,6.24754,0.094456,6.26484,0.0776544,6.24752
20.929,1.73346,-0.87691,-0.0334,1.79848,-0.833393,-0.0694552,1.80782,-0.817599,-0.05216,1.79835,-0.833212,-0.0694825,0.0782369,6.24394,0.0951136,6.26124,0.0782246,6.24392
20.959,1.73499,-0.876306,-0.0371,1.79942,-0.833458,-0.0694552,1.80876,-0.817648,-0.05216,1.79928,-0.833277,-0.0694825,0.0773732,6.24764,0.0942457,6.26494,0.0773603,6.24762
20.969,1.73537,-0.87581,-0.0392,1.80162,-0.833612,-0.0694552,1.81097,-0.817763,-0.05216,1.80148,-0.83343,-0.0694825,0.0785435,6.24974,0.0953073,6.26704,0.0785261,6.24972
20.993,1.7358,-0.875285,-0.0412,1.80202,-0.833639,-0.0694552,1.81137,-0.817784,-0.05216,1.80188,-0.833458,-0.0694825,0.0782218,6.25174,0.0949522,6.26904,0.0782031,6.25172
21.01,1.73817,-0.874247,-0.043,1.80455,-0.833598,-0.0818848,1.81121,-0.818186,-0.0532404,1.8044,-0.8334,-0.0820455,0.0778397,6.24112,0.0920761,6.26976,0.0778173,6.24095
21.04,1.73973,-0.874778,-0.0406,1.80649,-0.833757,-0.0818848,1.81315,-0.81829,-0.0532404,1.80634,-0.833559,-0.0820455,0.0783494,6.23872,0.0926334,6.26736,0.0783271,6.23855
